"emp_no","first_name","last_name","hire_date"
107066,"Arfst","Bazelow","1986-01-12"
403634,"Kerryn","Ritcey","1986-10-18"
79509,"Vitaly","Akiyama","1986-05-24"
66546,"Venkatesan","Randi","1986-01-15"
262937,"Mariangiola","Brendel","1986-03-15"
495463,"Chaitali","Constantine","1986-12-19"
82349,"Tsz","Birjandi","1986-10-21"
85073,"Gregory","Kavanagh","1986-06-20"
403372,"Jiakeng","Strooper","1986-07-19"
290687,"Oddvar","Delgrande","1986-03-25"
287356,"Uinam","Delgrossi","1986-06-06"
258671,"Weijing","Delgrossi","1986-06-23"
493626,"Parke","Plumb","1986-07-16"
31300,"Maha","Mamelak","1986-04-12"
487718,"Shirish","Legleitner","1986-04-01"
69635,"Djelloul","Garrabrants","1986-08-01"
466408,"Tremaine","Fritzsche","1986-01-19"
432566,"Dzung","Orlowski","1986-01-04"
420693,"KayLiang","Weedon","1986-08-15"
99550,"Tsvetan","Hebert","1986-11-06"
268720,"Aloke","Peak","1986-03-05"
233484,"Fatemeh","Segond","1986-03-25"
267678,"Nalini","Coney","1986-02-18"
244437,"Yinlin","Rikino","1986-04-08"
20965,"Tadanori","Bahl","1986-08-06"
462950,"Jouni","Luca","1986-04-04"
407126,"Eirik","Horswill","1986-04-25"
417583,"Jamaludin","Gischer","1986-06-26"
417523,"Heekeun","Pepe","1986-07-17"
411755,"Navin","Besancenot","1986-05-17"
69846,"Vidya","Eldridge","1986-02-08"
402165,"Kellyn","Skogmar","1986-02-08"
275150,"Naftali","Pollacia","1986-09-24"
206221,"Alagu","Salinas","1986-10-28"
73431,"Leszek","Lally","1986-12-01"
432906,"Filipe","Streng","1986-08-09"
467871,"Fumitake","Lund","1986-03-27"
279428,"Sariel","Dengi","1986-04-20"
248931,"Constantijn","McAlpine","1986-01-13"
89088,"Augustine","Suermann","1986-06-04"
421146,"Arco","Schiettecatte","1986-01-22"
441825,"Moto","Honiden","1986-03-02"
286973,"Kensyu","Eugenio","1986-03-25"
448473,"Hidefumi","Baer","1986-03-09"
63456,"Youngkon","Cromarty","1986-05-08"
263881,"Chinhyun","Larfeldt","1986-07-20"
486101,"Gita","Stifter","1986-01-27"
292458,"Akeno","Armand","1986-07-23"
477919,"Zsolt","Schmittgen","1986-02-16"
253448,"Luigi","Hettesheimer","1986-03-21"
444787,"Dekang","Cherinka","1986-03-24"
290991,"Shaibal","Schaar","1986-04-05"
84856,"Shigehito","Gips","1986-12-01"
97802,"Yurii","Nishimukai","1986-09-07"
259536,"Siamak","Verhoeff","1986-08-10"
204750,"Deniz","Yetim","1986-02-05"
87526,"Turgut","Lanphier","1986-03-15"
220475,"Koichi","Paludetto","1986-01-15"
298939,"Alenka","Thorensen","1986-10-24"
254394,"Mingsen","Garnick","1986-10-21"
109451,"Huei","Kropatsch","1986-09-13"
446520,"Xinan","Dahlbom","1986-06-10"
477767,"Ipke","Riesenhuber","1986-09-21"
231396,"Yoshinari","Cannata","1986-05-02"
97607,"Jinya","Birsak","1986-01-24"
495702,"Ziva","Setia","1986-01-12"
50381,"Annemarie","Mamelak","1986-04-25"
60367,"Toney","Chaudhuri","1986-05-06"
421868,"Kayoko","Mungall","1986-09-01"
400328,"Girolamo","Bakhtari","1986-08-08"
41818,"Fun","Ghandeharizadeh","1986-03-04"
31863,"Duro","Biros","1986-05-27"
296677,"Rafael","Perng","1986-06-08"
280485,"Hugh","Boyle","1986-10-10"
51217,"Doohun","Harllee","1986-05-21"
210339,"Akhilish","Hofting","1986-06-23"
72319,"Armond","Leijenhorst","1986-01-26"
39584,"Vincent","Cools","1986-12-21"
417368,"Cordelia","Masamoto","1986-05-30"
454676,"Srinidhi","Giarratana","1986-12-02"
442517,"Supot","Merli","1986-07-21"
248599,"Chinhyun","Luit","1986-07-23"
202240,"Christophe","Michaeli","1986-04-15"
67711,"Dayanand","Piazza","1986-11-15"
230314,"Sanjay","Danlos","1986-10-09"
36874,"Genki","Aloia","1986-12-14"
466772,"Mooi","Cullers","1986-11-04"
423983,"Ute","Birsak","1986-04-30"
493112,"Spyrose","Fujisaki","1986-09-17"
420596,"Tianruo","Gadepally","1986-02-01"
35287,"Yucel","Conta","1986-05-14"
35162,"Susanna","Baig","1986-09-20"
459587,"Edwin","Baumann","1986-08-03"
214085,"Saeed","Baaz","1986-04-29"
223619,"Uwe","Orlowski","1986-03-07"
228790,"Djenana","Felder","1986-06-27"
208930,"Kiyotoshi","Denna","1986-04-07"
238123,"Clyde","Iacovou","1986-05-21"
463236,"Christophe","Anguita","1986-09-15"
274342,"Mihalis","Baca","1986-05-09"
39043,"Kersti","Ferretti","1986-01-08"
295505,"Mingzeng","Orlowski","1986-05-17"
472497,"Sajjan","Plessier","1986-07-25"
77115,"Yakkov","Khasidashvili","1986-12-03"
66268,"Prasadram","Anido","1986-12-13"
206543,"Navid","Ruemmler","1986-08-20"
451823,"Alejandro","Janocha","1986-01-19"
298844,"Vojin","Morrin","1986-01-09"
49813,"Sigeru","Solares","1986-04-16"
261834,"Steve","Lukaszewicz","1986-10-29"
464528,"Katsuyuki","Egerstedt","1986-08-08"
411310,"Rosella","Peak","1986-01-15"
17071,"Koldo","Calkin","1986-09-30"
10186,"Shigehito","Kropatsch","1986-03-28"
77175,"Miquel","Fritzsche","1986-06-06"
285110,"Chaoyi","Sooriamurthi","1986-03-11"
71940,"Hitomi","Marwedel","1986-04-21"
474036,"Satosi","Roisin","1986-04-12"
497001,"Radhika","Kaiser","1986-01-10"
50957,"Ipke","Ullian","1986-11-05"
280847,"Mang","Emmerich","1986-12-25"
444365,"Srinidhi","Showalter","1986-10-20"
413422,"Ortrud","Murtafg","1986-05-24"
277977,"Jessie","Aloisi","1986-07-16"
259738,"Shao","Yemenis","1986-03-06"
276066,"Sumant","Merks","1986-03-01"
206359,"Valter","Blokdijk","1986-01-18"
498799,"Pintsang","Demri","1986-07-01"
479092,"Leif","Collavizza","1986-01-27"
287603,"Domenico","Leaver","1986-03-15"
78385,"Syozo","Hasenauer","1986-07-02"
57513,"Zorica","Merli","1986-09-04"
404075,"Olivera","Nourani","1986-07-30"
20224,"Yefim","Parhami","1986-02-06"
21953,"Bader","Michaels","1986-03-03"
489229,"Valter","Worfolk","1986-11-13"
69987,"Shem","Collette","1986-10-08"
232281,"Hinrich","Macedo","1986-03-03"
94844,"Sarita","Ghalwash","1986-12-30"
415183,"Adel","Chiodo","1986-09-14"
30596,"Aruna","Keohane","1986-03-10"
251523,"Leif","Zucker","1986-04-18"
58918,"Tremaine","Gecsei","1986-05-24"
494939,"Radhika","Siksek","1986-06-11"
430424,"Mohit","Kulisch","1986-02-23"
108668,"Maia","Staelin","1986-10-13"
14671,"Elliott","Perri","1986-11-28"
51121,"Debaprosad","Bierbaum","1986-07-02"
98860,"JoAnne","Waterhouse","1986-10-25"
96766,"Van","Trachtenberg","1986-10-26"
468724,"Bangqing","Molenkamp","1986-06-20"
461328,"Mohit","McAffer","1986-12-30"
89008,"Kerryn","DiGiano","1986-03-25"
104503,"Poornachandra","Kalefeld","1986-01-15"
242710,"Shugo","Reeken","1986-11-11"
55423,"Xiaobin","Kobuchi","1986-02-19"
69297,"Fei","Range","1986-11-09"
475475,"Baruch","Lichtner","1986-05-11"
222887,"Sukumar","Rosca","1986-08-22"
210566,"Karoline","Penz","1986-12-04"
447758,"JoAnna","Panwar","1986-04-23"
221791,"Sushant","Rathonyi","1986-05-06"
254671,"Eberhardt","Bouloucos","1986-09-10"
42467,"Rimli","Goldhammer","1986-07-20"
209172,"Rajmohan","Lorys","1986-12-12"
401506,"Doowon","McFarlan","1986-09-15"
471792,"Tsutomu","Etalle","1986-10-07"
202011,"Fei","Lamparter","1986-04-14"
457431,"Cristinel","Oaver","1986-11-11"
427985,"Adel","Warwick","1986-02-15"
254892,"Cheong","Milicia","1986-11-08"
492719,"Shaibal","Atrawala","1986-04-01"
458103,"Akhilish","Kushnir","1986-07-16"
265913,"Geoffry","Kavvadias","1986-10-14"
27465,"Mariangiola","Ranst","1986-09-13"
418821,"Amalendu","Thiran","1986-01-14"
465108,"Karlis","Rikino","1986-03-28"
453867,"Kayoko","Puoti","1986-10-29"
230246,"Herbert","Hasham","1986-01-31"
266116,"Yuichiro","Cheshire","1986-04-02"
463747,"Deborah","Sooriamurthi","1986-11-07"
432126,"Jasminko","Krichel","1986-03-16"
479307,"Ennio","Cappelletti","1986-05-16"
43856,"Brigham","Preusig","1986-10-01"
448654,"Geoffrey","Backhouse","1986-08-24"
420282,"Basil","Erol","1986-01-31"
404271,"Kristof","Champarnaud","1986-01-22"
250447,"Hercules","Ushiama","1986-12-15"
269221,"Luise","Collette","1986-02-20"
490692,"Gennady","Dusink","1986-02-05"
287632,"Joydip","Dusink","1986-06-21"
218015,"Mang","Spinelli","1986-11-09"
20253,"Shih","Bach","1986-01-26"
295092,"Xianlong","Baer","1986-02-28"
496574,"George","Peternell","1986-08-31"
297538,"Ebru","Willoner","1986-06-15"
80117,"Insup","Eiter","1986-12-25"
465626,"Eldridge","Leppanen","1986-12-30"
108912,"Ute","Schurmann","1986-01-12"
435689,"Krassimir","Bazzichi","1986-01-21"
34476,"Kwangjo","Wiegley","1986-07-28"
270194,"Jovan","Plessier","1986-10-08"
239532,"Hausi","Krichel","1986-02-09"
271414,"Kokou","Suri","1986-05-31"
279295,"Patricia","Czaja","1986-12-03"
241253,"Shigeichiro","Schapiro","1986-03-22"
77414,"Kwun","Lienhardt","1986-04-17"
101949,"Foong","Pettis","1986-05-12"
443801,"Yefim","Gopalakrishnan","1986-05-24"
453985,"Kenton","Merle","1986-07-17"
103821,"Gurbir","Klyachko","1986-10-31"
487534,"Subbu","Wegerle","1986-04-07"
246193,"Goetz","Walston","1986-06-27"
482030,"Jongsuk","Rossi","1986-08-08"
297218,"Teruyuki","Alameldin","1986-11-21"
220217,"Filipp","Velasco","1986-06-01"
63005,"Barna","Ranum","1986-10-24"
41936,"Munehiko","Laventhal","1986-05-20"
73726,"Elvia","Mawatari","1986-03-22"
469834,"Shahaf","Parveen","1986-07-06"
63177,"JoAnne","Rahier","1986-06-22"
449987,"Seongbin","Ariola","1986-03-25"
439022,"Martial","Onuegbe","1986-06-22"
210959,"Willard","Pews","1986-05-11"
200002,"Pascal","Benzmuller","1986-03-12"
62166,"Falguni","Tokunaga","1986-04-05"
34149,"Kensei","Hoogerwoord","1986-09-04"
491875,"Ebbe","Baba","1986-09-30"
50466,"Jeanna","Hedayat","1986-07-29"
286239,"Paloma","Luby","1986-06-16"
427764,"Shichao","Birdsall","1986-03-17"
63631,"Falguni","Cherinka","1986-09-08"
12306,"Suvo","Menyhert","1986-05-18"
477271,"Susanna","Gyimothy","1986-09-08"
26442,"Mingsen","Cromarty","1986-08-03"
268728,"Jouni","Kuszyk","1986-07-04"
97752,"JoAnne","Carrera","1986-05-01"
220112,"Masasuke","Castellani","1986-01-22"
36059,"Stamatina","Dulli","1986-03-25"
260157,"Renee","Buchter","1986-07-13"
263903,"Atreyi","Krychniak","1986-09-07"
435026,"Shim","Versino","1986-08-20"
430516,"Subir","Dichev","1986-02-01"
219668,"Alair","Kalafatis","1986-07-07"
470296,"Shirish","Ratnaker","1986-11-08"
421070,"Brigham","Bierbaum","1986-10-26"
65549,"Almudena","Matheson","1986-07-17"
31802,"Murthy","Huhdanpaa","1986-12-07"
423178,"Paraskevi","Antonakopoulos","1986-03-23"
423779,"Behnaam","Ecklund","1986-12-05"
100831,"Dhritiman","Vandervoorde","1986-04-13"
48651,"Vitaly","McClurg","1986-12-12"
424461,"Nitsan","Snyers","1986-05-20"
23442,"Vesna","Rindone","1986-08-30"
483892,"Gretta","Nishimukai","1986-06-11"
34364,"Seshu","Kugler","1986-06-12"
231790,"Chuanyi","Speel","1986-12-31"
416594,"Vesna","Trystram","1986-02-28"
412783,"Elzbieta","Birta","1986-01-30"
479125,"Parviz","Rindone","1986-06-09"
402730,"Armond","Puoti","1986-02-03"
430291,"Nigel","Vickson","1986-03-08"
18550,"Margo","Marciano","1986-03-15"
204321,"Shakhar","Vitiello","1986-05-28"
221169,"Tiina","Massonet","1986-09-10"
238104,"Georg","Hardjono","1986-12-16"
251447,"Gaetan","Vigier","1986-01-23"
426417,"Alenka","Cardazo","1986-08-02"
72761,"Arto","Schlegelmilch","1986-01-05"
98675,"Shigehiro","Suri","1986-03-07"
85205,"Conor","Streit","1986-05-21"
87901,"Amabile","Zschoche","1986-03-18"
462590,"DeForest","Zucker","1986-05-28"
498761,"Chaoyi","Kaiserswerth","1986-01-01"
31629,"Toong","Veldwijk","1986-07-28"
91786,"Feiyu","Rajala","1986-07-13"
409437,"Xuedong","Lunn","1986-03-07"
210295,"Ottavia","Callaway","1986-06-29"
261229,"Kwun","Kuzuoka","1986-07-15"
222243,"Kristine","Segond","1986-04-04"
233314,"Karoline","Luby","1986-09-22"
233400,"Vatsa","Rothenberg","1986-07-06"
486505,"Jouko","Zaumen","1986-06-21"
264250,"Shmuel","Fasbender","1986-01-22"
88136,"Shir","Stille","1986-10-18"
288228,"Aram","Pettis","1986-11-03"
104379,"Kellyn","Molenaar","1986-04-06"
480011,"Ipke","Riexinger","1986-08-17"
440391,"Yongmin","Weisert","1986-03-05"
200932,"Rosalyn","Eiter","1986-06-17"
203203,"Keiichiro","Negoita","1986-02-03"
19037,"Lucien","Bernardeschi","1986-10-31"
471750,"Ziya","DuCasse","1986-01-21"
282252,"Yurij","Andreotta","1986-03-19"
278561,"Hercules","Thambidurai","1986-11-19"
105203,"Ronghao","Tischendorf","1986-10-13"
226056,"Goh","Gargeya","1986-09-07"
23979,"Bilhanan","Griswold","1986-10-23"
57231,"Elgin","Kushner","1986-01-16"
472700,"Arch","Valtorta","1986-11-27"
27702,"Janalee","Broder","1986-08-28"
77844,"Genevieve","Gill","1986-05-19"
22534,"Leon","Panienski","1986-05-09"
297957,"Guiseppe","Jumpertz","1986-12-26"
255895,"Moto","Hennebert","1986-06-06"
459118,"Hugo","Peha","1986-04-02"
205423,"Manibrata","Gonthier","1986-02-16"
465193,"Dannz","Falster","1986-08-08"
422835,"Dines","Shobatake","1986-11-09"
467161,"Visit","Demos","1986-06-25"
55391,"Bodh","Gopalakrishnan","1986-10-16"
107799,"Masaki","Skafidas","1986-04-10"
80223,"Sadegh","Einsfeld","1986-02-11"
403482,"Tadahiro","Shigei","1986-09-29"
28440,"Cordelia","Tomescu","1986-11-13"
66841,"Make","Ranum","1986-10-08"
488531,"Xumin","Dahlbom","1986-11-11"
420313,"Sachin","Christ","1986-12-12"
483134,"Harngdar","Schueller","1986-09-13"
29182,"Arumugam","Aamodt","1986-01-09"
31138,"Fumiko","Sichman","1986-10-05"
27981,"Kokou","Paciorek","1986-05-07"
444715,"Jagoda","Erdi","1986-05-12"
10257,"Aiman","Riexinger","1986-08-05"
298447,"Fai","Dalphin","1986-07-04"
401969,"Guozhong","Pleszkun","1986-03-11"
105662,"Jinpo","Hoogerwoord","1986-05-03"
102377,"Beshir","Liedekerke","1986-09-20"
240126,"Insup","Nanard","1986-06-27"
43326,"Christfried","Wursthorn","1986-04-24"
13508,"Kazuyasu","Shackell","1986-05-09"
480105,"Dhritiman","Zielinski","1986-04-12"
70954,"Shen","Rassart","1986-06-25"
230166,"Magy","Karunanithi","1986-02-06"
428939,"Yannik","Demir","1986-04-18"
219780,"Dulce","Ranft","1986-09-15"
65606,"Aiichiro","Bauknecht","1986-08-11"
76823,"Constantino","Wissmann","1986-06-30"
66019,"Surveyors","Rosis","1986-07-21"
213087,"Faiza","Ouhyoung","1986-04-07"
441571,"Lillian","Shimshoni","1986-06-14"
251419,"TRUE","Frolund","1986-05-21"
418022,"Lidong","Sury","1986-06-10"
484199,"Aksel","Gornas","1986-06-06"
229203,"Bangqing","Stiles","1986-05-12"
457904,"Martine","Herber","1986-06-29"
272773,"Mohammad","Vendrig","1986-11-15"
234048,"Bilhanan","Hofmeyr","1986-05-02"
232107,"Boutros","Baby","1986-02-11"
234715,"Zhensheng","Seghrouchni","1986-06-04"
26882,"Kristina","Chimia","1986-11-10"
480057,"Hein","Teitelbaum","1986-02-10"
425724,"Sorina","Couchot","1986-05-12"
210574,"Reinhold","Kornyak","1986-09-03"
481232,"Stepehn","Fontet","1986-01-08"
279815,"Zito","Picci","1986-10-15"
407861,"Bodh","Birta","1986-08-17"
102042,"Manohar","Vasanthakumar","1986-07-16"
260067,"Hausi","Plesums","1986-10-13"
463686,"Uri","Wiegley","1986-11-07"
53032,"Yechezkel","Oberman","1986-01-24"
70400,"Srinidhi","Lorcy","1986-01-29"
408056,"Hilary","Riexinger","1986-03-04"
98780,"Shietung","Nitta","1986-05-22"
488536,"Angus","Riexinger","1986-06-08"
417477,"Abdelkader","Gadepally","1986-07-15"
53514,"Navid","Dayana","1986-04-28"
488239,"Basant","Sadowski","1986-02-11"
478457,"Tooru","Peron","1986-07-02"
235881,"Hercules","Ginesta","1986-12-01"
437462,"Licheng","Lenart","1986-02-04"
485107,"Subhrajyoti","Kalsbeek","1986-07-14"
17237,"Takahiro","Schaap","1986-09-29"
439316,"Tsvetan","Antonakopoulos","1986-01-22"
69627,"Mihalis","Zuberek","1986-08-13"
287119,"Zijian","Itschner","1986-01-25"
65660,"Sugwoo","Ginneken","1986-06-14"
482422,"Nobuyoshi","Sinicrope","1986-07-07"
20202,"Nahid","Oehlmann","1986-08-01"
215177,"Siamak","Tomescu","1986-04-18"
456993,"Collette","Heping","1986-12-21"
420704,"Kristof","Varker","1986-04-05"
246484,"Xiahua","Litvinov","1986-12-18"
205014,"Mabhin","Weedman","1986-07-21"
44326,"Dmitri","Verspoor","1986-07-20"
432617,"Shunichi","DuCasse","1986-12-24"
236814,"Shigeo","Anick","1986-12-02"
472964,"Shigeo","Beznosov","1986-07-27"
103197,"Wojceich","Schach","1986-06-11"
405894,"Yechezkel","Muhlberg","1986-03-31"
20286,"Shridhar","Bernick","1986-09-29"
20101,"Dinkar","Emiris","1986-04-29"
77976,"Shigeo","Capobianchi","1986-07-12"
481341,"Hidde","Ranka","1986-01-11"
454722,"Stein","Hofting","1986-10-17"
272825,"Kensyu","Bahl","1986-12-14"
109520,"Rasikan","Lorin","1986-10-24"
235868,"Vojin","Nanard","1986-06-12"
279445,"Muneo","Stemann","1986-09-03"
66397,"Vasilis","Hoppenstand","1986-10-30"
451897,"Yannis","Rajcani","1986-06-26"
32151,"Martine","Pileggi","1986-07-10"
57174,"Zito","Ramsak","1986-02-28"
223729,"Nahla","Mitchem","1986-10-22"
99365,"Poornachandra","Kopetz","1986-02-26"
439517,"Oguz","Demke","1986-07-12"
428929,"Tesuro","Chinen","1986-09-08"
94062,"Maia","Genther","1986-11-21"
107587,"Hatim","Falck","1986-06-05"
98316,"Jingling","Dalton","1986-07-16"
258519,"Goncalo","Kawashima","1986-07-10"
248781,"Youngkon","Velasco","1986-02-03"
25328,"Youssef","Schmittgen","1986-04-18"
51011,"Muneo","Brattka","1986-09-09"
71725,"Kannan","Yurek","1986-08-11"
221898,"Tesuya","Peek","1986-01-05"
465489,"Neelam","Hempstead","1986-04-30"
46737,"Xinglin","Birch","1986-08-16"
458571,"Siamak","Gargeya","1986-05-01"
477811,"Shai","Whitcomb","1986-10-22"
68849,"Christophe","Birge","1986-12-27"
428707,"Laurentiu","Brlek","1986-07-11"
483241,"Edwin","Marakhovsky","1986-11-09"
52856,"Kazuhide","Speel","1986-01-04"
73701,"Kwok","Bodoff","1986-05-11"
212138,"Suebskul","Rodham","1986-11-30"
226999,"Martine","Kuszyk","1986-09-06"
102927,"Hideo","Przulj","1986-11-04"
26434,"Gaurav","Birjandi","1986-02-28"
298518,"Shushma","Klerer","1986-04-10"
264441,"Horward","Sinitsyn","1986-10-02"
235336,"Kitty","Gerlach","1986-11-18"
61513,"Oscar","Lichtman","1986-05-11"
486372,"Hsiangchu","Renear","1986-05-13"
92579,"Djenana","Falck","1986-08-09"
480219,"Luise","Lemarechal","1986-11-24"
424203,"Snehasis","Herbst","1986-07-01"
80023,"Shichao","Luiz","1986-03-10"
88511,"Shigehito","Hofman","1986-06-08"
42996,"Yishay","Rotem","1986-12-17"
219764,"Hidde","Remmele","1986-12-13"
452120,"Shakhar","Thimonier","1986-09-05"
444724,"Yuichiro","Maginnis","1986-05-01"
453654,"Thodoros","Warwick","1986-11-17"
245097,"Xianlong","Maquelin","1986-06-25"
83731,"Huican","Setiz","1986-03-10"
427216,"Hugh","Androutsos","1986-09-21"
22841,"Hinrich","Walstra","1986-07-18"
425251,"Nishit","Angel","1986-08-08"
418218,"Sariel","Baig","1986-10-13"
464179,"Weiru","Krogh","1986-06-01"
258551,"Arnould","Kroll","1986-12-11"
281918,"Frazer","Riexinger","1986-11-14"
47690,"Khue","Mayerwieser","1986-05-17"
248148,"Baziley","Shanbhogue","1986-07-03"
401615,"Erez","Gist","1986-04-26"
236041,"Girolamo","Nergos","1986-08-13"
493679,"Qunsheng","Mandelberg","1986-03-25"
202602,"Sudhanshu","Solares","1986-12-09"
241164,"Zongyan","Maliniak","1986-09-18"
78782,"Arnould","Redmiles","1986-05-21"
42233,"Holgard","McConalogue","1986-02-23"
427798,"Djenana","Mullainathan","1986-03-27"
479189,"Arnould","Dulin","1986-05-10"
244462,"Rafael","Heystek","1986-11-28"
90314,"Masaki","Rosen","1986-07-05"
489972,"Sivanarayana","Selenyi","1986-10-27"
82119,"Christ","Dayana","1986-12-18"
250828,"Honesty","Molberg","1986-09-02"
489246,"Shimshon","Emiris","1986-03-27"
28373,"Steen","Bhattacharjee","1986-11-29"
422621,"Zhonghui","Hashii","1986-06-15"
436874,"Fai","Pargaonkar","1986-03-03"
249183,"Qiwen","Edelhoff","1986-02-09"
90991,"Horward","Oxman","1986-03-02"
479157,"Jacopo","Larfeldt","1986-01-13"
239573,"Jeane","Lowrie","1986-05-01"
426190,"Luise","Picel","1986-02-23"
68204,"Tuval","Trogemann","1986-07-19"
86947,"Vitali","Hooghiemstra","1986-08-31"
244650,"Roddy","Brizzi","1986-08-15"
32083,"Jaihie","Georg","1986-06-19"
486128,"Mariangiola","Osgood","1986-06-09"
426321,"Dines","Ventosa","1986-07-02"
107230,"Pasqua","Klerer","1986-04-08"
224137,"Candida","Staudhammer","1986-08-07"
285985,"Przemyslawa","Halevi","1986-09-21"
87030,"Shmuel","Prenel","1986-12-07"
229883,"Giordano","Heyers","1986-03-30"
278882,"Garnet","Vrecion","1986-01-28"
280648,"Heeju","Lorys","1986-12-27"
214995,"Dinkar","Hoppenstand","1986-11-18"
277023,"Kwangyoen","Garigliano","1986-08-01"
61268,"Toshimi","Melton","1986-03-31"
237572,"Jiong","Codenie","1986-06-21"
210541,"Lucien","Collavizza","1986-12-08"
101720,"Chaosheng","Ecklund","1986-02-26"
432088,"Tristan","Frezza","1986-04-28"
21743,"Manu","Baek","1986-02-05"
290780,"Tzvetan","Hettesheimer","1986-06-23"
272954,"Satyanarayana","Gelosh","1986-07-05"
272654,"Piyush","Uehara","1986-05-03"
218425,"Youpyo","Chaudhury","1986-04-25"
38879,"Tsz","Morton","1986-06-13"
62982,"Yannik","Penz","1986-04-02"
49450,"Premal","Quaggetto","1986-10-15"
21911,"Nobuyoshi","Montemayor","1986-01-28"
69720,"Nitsan","Choobineh","1986-12-02"
483240,"Urs","Ruemmler","1986-07-04"
426292,"Vishwani","Poehlman","1986-06-16"
88548,"Baruch","Heijenga","1986-10-06"
203199,"Mayuri","Leijenhorst","1986-08-29"
461265,"Anwar","Figueira","1986-09-28"
21234,"Pascal","Zizka","1986-10-02"
61755,"Trygve","Eppinger","1986-05-14"
497643,"Ipke","Dahlbom","1986-06-13"
36815,"Unal","Tagansky","1986-08-27"
470765,"Bartek","Terkki","1986-09-08"
455213,"Tomokazu","Narahari","1986-09-20"
31440,"Minghong","Fandrianto","1986-08-13"
285740,"Jianhui","Vidya","1986-10-16"
409768,"Goncalo","Glinert","1986-11-28"
70301,"Kiyomitsu","Garnick","1986-02-10"
280934,"Gritta","Gils","1986-08-16"
52396,"Ulf","Paludetto","1986-09-21"
97466,"Valdiodio","Marwedel","1986-01-07"
494326,"Satosi","Veevers","1986-03-03"
261154,"Fabrizio","Munos","1986-08-04"
38701,"Kristian","Irland","1986-06-03"
67694,"Akeno","Stifter","1986-10-26"
287756,"Douadi","Ernst","1986-01-07"
448926,"Fumiko","Lalonde","1986-03-30"
41619,"Keiichiro","Herath","1986-01-14"
57625,"DAIDA","Mikschl","1986-01-26"
438687,"Dipankar","Merlo","1986-03-07"
431567,"Krassimir","Anandan","1986-06-28"
240378,"Rimli","Trachtenberg","1986-06-24"
230370,"Nevio","Guting","1986-09-12"
486788,"Hugo","Compeau","1986-06-17"
31082,"Takushi","Pleszkun","1986-09-09"
490487,"Gino","Reistad","1986-11-10"
478548,"Radoslaw","Schauser","1986-02-04"
30110,"Shai","Gelosh","1986-03-30"
473235,"Sergi","Nannarelli","1986-08-17"
13535,"Arunas","Schlenzig","1986-05-19"
88246,"Munenori","Slobodova","1986-01-21"
84631,"Ger","Taneja","1986-02-25"
444876,"Arumugam","Makinen","1986-06-28"
26384,"Macha","Picci","1986-09-05"
80982,"Sanjeeva","Kobara","1986-07-31"
81000,"Neelam","Thisen","1986-04-13"
287976,"Aria","Huttel","1986-08-03"
207734,"Kensei","Strooper","1986-11-28"
466832,"Sampalli","Schahn","1986-01-16"
245337,"Gen","Bale","1986-06-09"
248066,"JiYoung","Hebden","1986-11-23"
37665,"Kokou","Beetstra","1986-09-29"
248511,"Urs","Rahimi","1986-05-17"
419481,"Ymte","Hockney","1986-02-02"
60613,"Kannan","Luby","1986-09-29"
109092,"Masali","Moffat","1986-03-05"
57251,"Domenick","Przulj","1986-02-27"
280777,"Abdulah","Fritzsche","1986-03-24"
282307,"Shridhar","Simkin","1986-04-22"
483927,"Yagil","Narlikar","1986-08-18"
94901,"Heekeun","Uhrig","1986-01-31"
452655,"Aleksandar","Ballarin","1986-05-24"
433272,"Ymte","Randi","1986-10-29"
425001,"Phuoc","Grabner","1986-02-09"
82730,"Sampalli","Rajcani","1986-05-08"
257027,"Xinyu","Hemaspaandra","1986-03-28"
55499,"Kamakshi","Diderrich","1986-02-21"
292394,"Debaprosad","Rosis","1986-01-18"
473840,"Weicheng","Constantine","1986-08-14"
202215,"Trygve","Guerreiro","1986-12-17"
487579,"Zhongwei","Maksimenko","1986-04-05"
421050,"Zita","Olivero","1986-01-25"
101522,"Angus","Fandrianto","1986-06-12"
246465,"Apostol","Leuchs","1986-03-17"
222594,"Xiaoqiu","Lundstrom","1986-02-09"
470830,"Paloma","Backhouse","1986-01-19"
29238,"Iara","Bouloucos","1986-02-22"
29515,"Kish","Karcich","1986-11-22"
462903,"Jaihie","Muntz","1986-09-03"
287148,"Shunichi","Birjandi","1986-11-26"
413400,"Almudena","Fendler","1986-03-15"
269024,"Richara","Ranon","1986-02-08"
498232,"Murthy","Conde","1986-10-27"
19071,"Leah","Gruenwald","1986-07-25"
281097,"Ibibia","Beznosov","1986-05-02"
97592,"Shaowen","Crelier","1986-11-01"
79285,"Bingning","Lieblein","1986-06-28"
42595,"Gennadi","Ramsay","1986-07-11"
498894,"Chaoyi","Bahr","1986-09-21"
469819,"Nectarios","Brlek","1986-09-17"
496291,"Kauko","Thorensen","1986-02-01"
245008,"Berna","Tiemann","1986-12-02"
271436,"Fei","Cummings","1986-01-29"
416421,"Zijian","Strooper","1986-12-20"
262172,"Kiam","Riesenhuber","1986-10-01"
101036,"Stamatina","Lammel","1986-03-22"
299854,"IEEE","Lanteri","1986-04-03"
223083,"Van","Piazza","1986-11-10"
82443,"Vincent","Perry","1986-02-14"
285479,"Dhritiman","Assaf","1986-08-22"
414556,"Hisao","Theuretzbacher","1986-08-23"
407424,"Sastry","Hoppenstand","1986-12-25"
